"Observation_ID","mukey","cokey","drainagecl","comppct_r","compname","taxclname","taxsubgrp","sand050","sand150","rockdepth","comppct_l","comppct_h","compkind","majcompflag","otherph","localphase","slope_l","slope_r","slope_h","slopelenusle_l","slopelenusle_r","slopelenusle_h","runoff","tfact","wei","weg","erocl","earthcovkind1","earthcovkind2","hydricon","hydricrating","elev_l","elev_r","elev_h","aspectccwise","aspectrep","aspectcwise","geomdesc","albedodry_l","albedodry_r","albedodry_h","airtempa_l","airtempa_r","airtempa_h","map_l","map_r","map_h","reannualprecip_l","reannualprecip_r","reannualprecip_h","ffd_l","ffd_r","ffd_h","nirrcapcl","nirrcapscl","nirrcapunit","irrcapcl","irrcapscl","irrcapunit","cropprodindex","constreeshrubgrp","wndbrksuitgrp","rsprod_l","rsprod_r","rsprod_h","foragesuitgrpid","wlgrain","wlgrass","wlherbaceous","wlshrub","wlconiferous","wlhardwood","wlwetplant","wlshallowwat","wlrangeland","wlopenland","wlwoodland","wlwetland","soilslippot","frostact","initsub_l","initsub_r","initsub_h","totalsub_l","totalsub_r","totalsub_h","hydgrp","corcon","corsteel","taxorder","taxsuborder","taxgrtgroup","taxpartsize","taxpartsizemod","taxceactcl","taxreaction","taxtempcl","taxmoistscl","taxtempregime","soiltaxedition","castorieindex","flecolcomnum","flhe","flphe","flsoilleachpot","flsoirunoffpot","fltemik2use","fltriumph2use","indraingrp","innitrateleachi","misoimgmtgrp","vasoimgtgrp","pmkind","pmorigin","landform","mntn","hill","trce","flats","shapeacross","shapedown","slopeshape","hillslopeprof","areasymbol","lkey","musym","muname","mukind","mustatus","invesintens","muacres","farmlndcl","flood","pH50","carbdepth","ocean","lake","wet","moist","dry","mucky","sandy","rock","coastal","salty","dysic","calcareous","euic"
"GRR.GJS.2012.20",2763237,"21120205","Moderately well drained",35,"Elmdale","Loamy, mixed, semiactive, mesic Arenic Oxyaquic Glossudalfs","Arenic Oxyaquic Glossudalfs",75.46,70.3533333333333,500,20,80,"Taxadjunct","Yes",NA,NA,0,1,2,20,90,183,"Low",5,134,"2","None - deposition","Crop cover","Row crop",NA,"No",246,277,307,NA,NA,NA,"moraines on till plains, recessionial moraines on till plains",NA,0.300000011920929,NA,6,9,11,770,900,1040,NA,NA,NA,140,160,200,2,"s",NA,NA,NA,NA,NA,"1kk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderate",0,0,0,0,0,0,"B/D","High","High","Alfisols","Udalfs","Glossudalfs","loamy","not used","semiactive","not used","mesic","Oxyaquic","mesic","eleventh edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"3a",NA,"Till",NA,"recessionial moraines",NA,"Interfluve",NA,NA,"Linear","Linear","LL","Shoulder and Summit","MI117","11637","TknaaA","Tekenink-Elmdale loamy sands, 0 to 2 percent slopes","Complex",NA,"Order 2",6160,"Farmland of local importance",0,5.47800005912781,170,858032.556802257,68607.7130059525,0,1,0,0,0,0,0,0,1,0,0
"GRR.GJS.2012.20",2763237,"21120208","Well drained",45,"Tekenink","Coarse-loamy, mixed, semiactive, mesic Typic Glossudalfs","Typic Glossudalfs",75.34,70.1133333333333,500,20,80,"Series","Yes",NA,NA,0,1,2,20,75,152,"Low",5,134,"2","None - deposition","Crop cover","Row crop",NA,"No",246,277,307,NA,NA,NA,"moraines on till plains, recessionial moraines on till plains",NA,0.300000011920929,NA,6,9,11,770,900,1040,NA,NA,NA,140,160,200,2,"s",NA,NA,NA,NA,NA,"1kk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderate",0,0,0,0,0,0,"B","High","Low","Alfisols","Udalfs","Glossudalfs","coarse-loamy","not used","semiactive","not used","mesic","Typic","mesic","eleventh edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"3a",NA,"Till",NA,"recessionial moraines",NA,"Interfluve",NA,NA,"Linear","Linear","LL","Shoulder and Summit","MI117","11637","TknaaA","Tekenink-Elmdale loamy sands, 0 to 2 percent slopes","Complex",NA,"Order 2",6160,"Farmland of local importance",0,5.48600006103516,170,858032.556802257,68607.7130059525,0,0,1,0,0,0,0,0,1,0,0
"GRR.GJS.2015.25",187324,"21120163","Very poorly drained",51,"Rifle","Euic, mesic Typic Medihemists","Typic Medihemists",0,0,500,NA,NA,"Series","Yes","UNDRAINED,HIGH PPT",NA,0,1,2,30,60,90,"Very low",2,134,"2",NA,NA,NA,"Wooded under natural conditions","Yes",247,253,259,NA,NA,NA,"depressions",NA,0.0900000035762787,NA,7,8,9,750,838,925,NA,NA,NA,140,145,150,6,"w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High",NA,NA,NA,102,121,140,"A/D",NA,"High","Histosols","Hemists","Medihemists","not used",NA,NA,"euic","mesic",NA,"mesic",NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"Mc",NA,"Herbaceous organic material",NA,"depressions",NA,NA,NA,"Dip","Linear","Linear","LL",NA,"MI117","11637","Ra","Rifle and Tawas peats, 0 to 2 percent slopes","Undifferentiated group",NA,"Order 2",23621,"Not prime farmland",0,6.5,NA,841885.481708016,84547.2230030175,1,0,0,1,0,0,0,0,0,0,1
"GRR.GJS.2015.25",187324,"21120164","Very poorly drained",49,"Tawas","Sandy or sandy-skeletal, mixed, euic, mesic Terric Medisaprists","Terric Medisaprists",0,39.2959993489583,500,NA,NA,"Series","Yes","UNDRAINED,HIGH PPT",NA,0,1,2,30,60,90,"Very low",1,134,"2",NA,NA,NA,"Wooded under natural conditions","Yes",183,244,305,NA,NA,NA,"depressions, outwash plains",NA,0.0900000035762787,NA,7,8,9,750,838,925,NA,NA,NA,140,145,150,5,"w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High",15,31,46,74,79,84,"A/D","Moderate","High","Histosols","Saprists","Medisaprists","sandy or sandy-skeletal",NA,NA,"euic","mesic",NA,"mesic",NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"M/4c",NA,"Woody organic material over Drift",NA,"depressions and outwash plains",NA,NA,NA,"Dip","Linear","Linear","LL",NA,"MI117","11637","Ra","Rifle and Tawas peats, 0 to 2 percent slopes","Undifferentiated group",NA,"Order 2",23621,"Not prime farmland",0,6.19999980926514,86,841885.481708016,84547.2230030175,1,0,0,1,0,0,0,0,0,0,1
"GRR.NJL.2023.17",187269,"21120100","Poorly drained",100,"Alluvial land","Coarse-loamy, mixed, mesic Fluvaquentic Haplaquolls","Fluvaquentic Haplaquolls",77.2840010070801,68.7399998474121,500,NA,NA,"Miscellaneous area","Yes","UNDRAINED,MAAT<50",NA,0,1,2,30,60,90,"Very low",5,134,"2",NA,NA,NA,"Wooded under natural conditions","Yes",183,244,305,NA,NA,NA,"flood plains",NA,0.230000004172325,NA,7,8,9,750,838,925,NA,NA,NA,140,145,150,5,"w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High",NA,NA,NA,NA,NA,NA,"A/D","Low","High","Mollisols","Aquolls","Haplaquolls","coarse-loamy",NA,NA,"not used","mesic",NA,"mesic",NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,NA,NA,"Alluvium",NA,"flood plains",NA,NA,NA,"Dip and Talf","Linear","Linear","LL",NA,"MI117","11637","Aa","Alluvial land","Consociation",NA,"Order 2",2461,"Not prime farmland",1,7.10200006484985,NA,840986.03702762,80061.7022268791,1,0,0,0,0,0,0,0,0,0,1
"GRR.GJS.2012.21",2763241,"21120230","Well drained",55,"Tekenink","Loamy, mixed, semiactive, mesic Arenic Glossudalfs","Arenic Glossudalfs",75.7,71.9133333333333,500,30,70,"Taxadjunct","Yes",NA,NA,18,26,35,18,30,61,"High",5,134,"2","None - deposition","Tree cover","Intermixed conifers and hardwoods",NA,"No",191,237,283,NA,NA,NA,"glacial drainage channels on till plains, moraines on till plains, recessionial moraines on till plains",NA,0.300000011920929,NA,6,9,11,770,900,1040,NA,NA,NA,140,160,200,7,"e",NA,NA,NA,NA,NA,"1kk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderate",0,0,0,0,0,0,"B","High","Low","Alfisols","Udalfs","Glossudalfs","loamy","not used","semiactive","not used","mesic","Typic","mesic","eleventh edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"3a",NA,"Till",NA,"recessionial moraines",NA,"Head Slope and Nose Slope and Side Slope",NA,NA,"Concave and Convex","Convex and Linear","LV and VC","Backslope","MI117","11637","TknabE","Tekenink-Spinks loamy sands, 18 to 35 percent slopes","Complex",NA,"Order 2",99,"Not prime farmland",0,5.30999999046326,132,858143.932899158,68662.2132816422,0,0,1,0,0,0,0,0,1,0,0
"GRR.GJS.2012.21",2763241,"21120231","Well drained",25,"Spinks","Sandy, mixed, mesic Lamellic Hapludalfs","Lamellic Hapludalfs",90.76,90.8666666666667,500,10,50,"Series","Yes",NA,NA,18,26,35,18,30,61,"Medium",5,134,"2","None - deposition","Tree cover","Intermixed conifers and hardwoods",NA,"No",191,237,283,NA,NA,NA,"glacial drainage channels on till plains, moraines on till plains, recessionial moraines on till plains",NA,0.230000004172325,NA,6,9,11,770,900,1040,NA,NA,NA,140,160,200,7,"s",NA,NA,NA,NA,NA,"1sk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low",0,0,0,0,0,0,"A","High","Low","Alfisols","Udalfs","Hapludalfs","sandy","not used","not used","not used","mesic","Typic","mesic","eleventh edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"4a",NA,"Drift",NA,"recessionial moraines",NA,"Head Slope and Nose Slope and Side Slope",NA,NA,"Concave and Convex","Convex and Linear","LV and VC","Backslope","MI117","11637","TknabE","Tekenink-Spinks loamy sands, 18 to 35 percent slopes","Complex",NA,"Order 2",99,"Not prime farmland",0,5.54399995803833,194,858143.932899158,68662.2132816422,0,0,1,0,1,0,0,0,0,0,1
"GRR.NJL.2023.16",2689475,"21120183","Well drained",15,"Spinks","Sandy, mixed, mesic Lamellic Hapludalfs","Lamellic Hapludalfs",93,91.6133333333333,500,10,50,"Series","Yes",NA,NA,18,24,35,18,30,61,"Low",5,220,"1","None - deposition","Tree cover","Intermixed conifers and hardwoods",NA,"No",195,263,340,NA,NA,NA,"moraines on till plains, outwash plains on till plains",NA,0.230000004172325,NA,7.59999990463257,7.80000019073486,8.60000038146973,858,885,909,NA,NA,NA,138,151,163,7,"e",NA,NA,NA,NA,NA,"1sk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low",0,0,0,0,0,0,"A","High","Low","Alfisols","Udalfs","Hapludalfs","sandy","not used","not used","not used","mesic","Typic","mesic","eleventh edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"4a",NA,"Drift",NA,"outwash plains",NA,"Side Slope",NA,NA,"Concave and Convex","Convex and Linear","LV and VC","Shoulder","MI117","11637","PlfaeE","Plainfield-Spinks sands, 18 to 35 percent slopes","Complex",NA,"Order 2",1946,"Not prime farmland",0,5.56399993896484,150,841470.408162342,79784.3308669143,0,0,1,0,1,0,0,0,0,0,1
"GRR.NJL.2023.16",2689475,"21120184","Excessively drained",68,"Plainfield","Mixed, mesic Typic Udipsamments","Typic Udipsamments",97.6,97.3733333333333,500,40,90,"Series","Yes",NA,NA,18,24,35,18,30,61,"Low",5,220,"1","None - deposition","Tree cover","Intermixed conifers and hardwoods",NA,"No",195,263,340,NA,NA,NA,"moraines on till plains, outwash plains on till plains",NA,0.0900000035762787,NA,7.59999990463257,7.80000019073486,8.60000038146973,858,885,909,NA,NA,NA,138,151,163,7,"s",NA,NA,NA,NA,NA,"1sk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low",0,0,0,0,0,0,"A","High","Low","Entisols","Psamments","Udipsamments","not used","not used","not used","not used","mesic","Typic","mesic","eleventh edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"5.3a",NA,"Drift",NA,"outwash plains",NA,"Side Slope",NA,NA,"Concave and Convex","Convex and Linear","LV and VC","Backslope and Shoulder","MI117","11637","PlfaeE","Plainfield-Spinks sands, 18 to 35 percent slopes","Complex",NA,"Order 2",1946,"Not prime farmland",0,5.35200010299683,125,841470.408162342,79784.3308669143,0,0,1,0,1,0,0,0,1,0,0
"GRR.NJL.2023.19",187269,"21120100","Poorly drained",100,"Alluvial land","Coarse-loamy, mixed, mesic Fluvaquentic Haplaquolls","Fluvaquentic Haplaquolls",77.2840010070801,68.7399998474121,500,NA,NA,"Miscellaneous area","Yes","UNDRAINED,MAAT<50",NA,0,1,2,30,60,90,"Very low",5,134,"2",NA,NA,NA,"Wooded under natural conditions","Yes",183,244,305,NA,NA,NA,"flood plains",NA,0.230000004172325,NA,7,8,9,750,838,925,NA,NA,NA,140,145,150,5,"w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High",NA,NA,NA,NA,NA,NA,"A/D","Low","High","Mollisols","Aquolls","Haplaquolls","coarse-loamy",NA,NA,"not used","mesic",NA,"mesic",NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,NA,NA,"Alluvium",NA,"flood plains",NA,NA,NA,"Dip and Talf","Linear","Linear","LL",NA,"MI117","11637","Aa","Alluvial land","Consociation",NA,"Order 2",2461,"Not prime farmland",1,7.10200006484985,NA,846314.097616099,76229.2859407902,1,0,0,0,0,0,0,0,0,0,1
"GRR.GJS.2017.26",3117259,"21120252","Somewhat poorly drained",80,"Capac","Fine-loamy, mixed, active, mesic Aquic Glossudalfs","Aquic Glossudalfs",43.2,39.3533333333333,500,65,90,"Series","Yes",NA,NA,0,2,4,30,91,91,"Medium",5,56,"4L","None - deposition","Crop cover","Row crop",NA,"No",211.100006103516,252.800003051758,294.399993896484,NA,NA,NA,"end moraines on till plains, ground moraines on till plains",NA,0.370000004768372,NA,6,9,11,770,900,1040,NA,NA,NA,140,175,200,2,"e",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderate",0,0,0,0,0,0,"C/D","Moderate","High","Alfisols","Udalfs","Glossudalfs","fine-loamy","not used","active","not used","mesic","Aquic","mesic","twelfth edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"2.5b",NA,"Till",NA,"ground moraines",NA,"Base Slope and Head Slope and Interfluve and Nose Slope and Side Slope",NA,NA,"Concave and Convex and Linear","Linear","LC and LL and LV","Backslope and Footslope and Shoulder and Summit","MI117","11637","CpcaaB","Capac loam, 0 to 4 percent slopes","Consociation",NA,"Order 2",5538,"Prime farmland if drained",0,6.27200002670288,93,817698.216724101,100018.249032916,0,1,0,0,0,0,0,0,0,0,1
"GRR.NJL.2023.15",187269,"21120100","Poorly drained",100,"Alluvial land","Coarse-loamy, mixed, mesic Fluvaquentic Haplaquolls","Fluvaquentic Haplaquolls",77.2840010070801,68.7399998474121,500,NA,NA,"Miscellaneous area","Yes","UNDRAINED,MAAT<50",NA,0,1,2,30,60,90,"Very low",5,134,"2",NA,NA,NA,"Wooded under natural conditions","Yes",183,244,305,NA,NA,NA,"flood plains",NA,0.230000004172325,NA,7,8,9,750,838,925,NA,NA,NA,140,145,150,5,"w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High",NA,NA,NA,NA,NA,NA,"A/D","Low","High","Mollisols","Aquolls","Haplaquolls","coarse-loamy",NA,NA,"not used","mesic",NA,"mesic",NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,NA,NA,"Alluvium",NA,"flood plains",NA,NA,NA,"Dip and Talf","Linear","Linear","LL",NA,"MI117","11637","Aa","Alluvial land","Consociation",NA,"Order 2",2461,"Not prime farmland",1,7.10200006484985,NA,841586.250227431,79649.4595720954,1,0,0,0,0,0,0,0,0,0,1
"GRR.GJS.2012.22",2763240,"21120226","Well drained",55,"Tekenink","Loamy, mixed, semiactive, mesic Arenic Glossudalfs","Arenic Glossudalfs",75.7,71.4333333333333,500,30,80,"Taxadjunct","Yes",NA,NA,12,14,18,18,45,91,"Medium",5,134,"2","None - deposition","Tree cover","Intermixed conifers and hardwoods",NA,"No",201,258,315,NA,NA,NA,"glacial drainage channels on till plains, moraines on till plains, recessionial moraines on till plains",NA,0.300000011920929,NA,6,9,11,770,900,1040,NA,NA,NA,140,160,200,4,"e",NA,NA,NA,NA,NA,"1kk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderate",0,0,0,0,0,0,"B","High","Low","Alfisols","Udalfs","Glossudalfs","loamy","not used","semiactive","not used","mesic","Typic","mesic","eleventh edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"3a",NA,"Till",NA,"recessionial moraines",NA,"Head Slope and Nose Slope and Side Slope",NA,NA,"Concave and Convex","Convex and Linear","LV and VC","Backslope","MI117","11637","TknabD","Tekenink-Spinks loamy sands, 12 to 18 percent slopes","Complex",NA,"Order 2",4324,"Farmland of local importance",0,5.30999999046326,132,838194.269567691,83188.9508133657,0,0,1,0,0,0,0,0,1,0,0
"GRR.GJS.2012.22",2763240,"21120227","Well drained",20,"Spinks","Sandy, mixed, mesic Lamellic Hapludalfs","Lamellic Hapludalfs",90.76,90.8666666666667,500,10,40,"Series","Yes",NA,NA,12,14,18,18,45,91,"Low",5,134,"2","None - deposition","Tree cover","Intermixed conifers and hardwoods",NA,"No",201,258,315,NA,NA,NA,"glacial drainage channels on till plains, moraines on till plains, recessionial moraines on till plains",NA,0.159999996423721,NA,6,9,11,770,900,1040,NA,NA,NA,140,160,200,6,"s",NA,NA,NA,NA,NA,"1sk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low",0,0,0,0,0,0,"A","High","Low","Alfisols","Udalfs","Hapludalfs","sandy","not used","not used","not used","mesic","Typic","mesic","eleventh edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"4a",NA,"Drift",NA,"recessionial moraines",NA,"Head Slope and Nose Slope and Side Slope",NA,NA,"Concave and Convex","Convex and Linear","LV and VC","Backslope","MI117","11637","TknabD","Tekenink-Spinks loamy sands, 12 to 18 percent slopes","Complex",NA,"Order 2",4324,"Farmland of local importance",0,5.54399995803833,150,838194.269567691,83188.9508133657,0,0,1,0,1,0,0,0,0,0,1
"GRR.GJS.2016.17",187126,"21325905","Excessively drained",90,"Plainfield","Mixed, mesic Typic Udipsamments","Typic Udipsamments",94.7839991760254,95.6239994812012,500,85,95,"Series","Yes","HIGH PPT",NA,12,15,18,15,45,75,"Very low",5,220,"1",NA,NA,NA,NA,"No",219,285,350,NA,NA,NA,"outwash plains",NA,0.300000011920929,NA,7,8,9,750,838,925,NA,NA,NA,140,145,150,7,"s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low",0,0,0,NA,NA,NA,"A","Moderate","Low","Entisols","Psamments","Udipsamments","not used",NA,NA,"not used","mesic",NA,"mesic",NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"5.3a",NA,"Outwash",NA,"outwash plains",NA,"Side Slope",NA,NA,"Convex","Concave","CV","Backslope","MI081","11626","29D","Plainfield sand, 12 to 18 percent slopes","Consociation",NA,"Order 2",5525,"Not prime farmland",0,5.82199991226196,NA,852027.963219095,59415.9583311607,0,0,1,0,1,0,0,0,0,0,1
"GRR.GJS.2016.18",187126,"21325905","Excessively drained",90,"Plainfield","Mixed, mesic Typic Udipsamments","Typic Udipsamments",94.7839991760254,95.6239994812012,500,85,95,"Series","Yes","HIGH PPT",NA,12,15,18,15,45,75,"Very low",5,220,"1",NA,NA,NA,NA,"No",219,285,350,NA,NA,NA,"outwash plains",NA,0.300000011920929,NA,7,8,9,750,838,925,NA,NA,NA,140,145,150,7,"s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low",0,0,0,NA,NA,NA,"A","Moderate","Low","Entisols","Psamments","Udipsamments","not used",NA,NA,"not used","mesic",NA,"mesic",NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"5.3a",NA,"Outwash",NA,"outwash plains",NA,"Side Slope",NA,NA,"Convex","Concave","CV","Backslope","MI081","11626","29D","Plainfield sand, 12 to 18 percent slopes","Consociation",NA,"Order 2",5525,"Not prime farmland",0,5.82199991226196,NA,852062.787680048,59411.8450135029,0,0,1,0,1,0,0,0,0,0,1
"GRR.GJS.2016.2",187122,"21325901","Somewhat poorly drained",92,"Wasepi","Coarse-loamy, mixed, mesic Aquollic Hapludalfs","Aquollic Hapludalfs",75.7279986572266,83.7079989624023,500,90,95,"Series","Yes","MAAT<50",NA,0,2,4,15,30,45,"Very low",5,134,"2",NA,NA,NA,NA,"No",183,244,305,NA,NA,NA,"outwash plains",NA,0.230000004172325,NA,7,8,9,750,838,925,NA,NA,NA,140,145,150,3,"s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High",0,0,0,NA,NA,NA,"A/D","Moderate","High","Alfisols","Udalfs","Hapludalfs","coarse-loamy",NA,NA,"not used","mesic",NA,"mesic",NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"4b",NA,"Glaciofluvial deposits",NA,"outwash plains",NA,NA,NA,"Rise","Linear","Linear","LL",NA,"MI081","11626","27B","Wasepi loamy sand, 0 to 4 percent slopes","Consociation",NA,"Order 2",5306,"Farmland of local importance",0,6.5,64,874175.212205985,46482.4706579967,0,1,0,0,1,0,0,0,0,0,1
"GRR.GJS.2016.3",187122,"21325901","Somewhat poorly drained",92,"Wasepi","Coarse-loamy, mixed, mesic Aquollic Hapludalfs","Aquollic Hapludalfs",75.7279986572266,83.7079989624023,500,90,95,"Series","Yes","MAAT<50",NA,0,2,4,15,30,45,"Very low",5,134,"2",NA,NA,NA,NA,"No",183,244,305,NA,NA,NA,"outwash plains",NA,0.230000004172325,NA,7,8,9,750,838,925,NA,NA,NA,140,145,150,3,"s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High",0,0,0,NA,NA,NA,"A/D","Moderate","High","Alfisols","Udalfs","Hapludalfs","coarse-loamy",NA,NA,"not used","mesic",NA,"mesic",NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"4b",NA,"Glaciofluvial deposits",NA,"outwash plains",NA,NA,NA,"Rise","Linear","Linear","LL",NA,"MI081","11626","27B","Wasepi loamy sand, 0 to 4 percent slopes","Consociation",NA,"Order 2",5306,"Farmland of local importance",0,6.5,64,874175.212205985,46482.4706579967,0,1,0,0,1,0,0,0,0,0,1
"GRR.GJS.2016.6",187128,"21325780","Moderately well drained",90,"Oakville","Mixed, mesic Typic Udipsamments","Typic Udipsamments",94.4000015258789,94.4000015258789,500,85,95,"Series","Yes","MAAT<50",NA,0,2,4,15,30,45,"Negligible",5,250,"1",NA,NA,NA,NA,"No",183,244,305,NA,NA,NA,"outwash plains",NA,0.230000004172325,NA,7,8,9,750,838,925,NA,NA,NA,140,145,150,4,"s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Low",0,0,0,NA,NA,NA,"A","Moderate","Low","Entisols","Psamments","Udipsamments","not used",NA,NA,"not used","mesic",NA,"mesic",NA,NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"5.3a",NA,"Outwash",NA,"outwash plains",NA,NA,NA,"Rise","Linear","Linear","LL",NA,"MI081","11626","2B","Oakville fine sand, moderately wet, 0 to 4 percent slopes","Consociation",NA,"Order 2",7068,"Not prime farmland",0,6.19999980926514,NA,876767.21037823,43421.7690762989,0,1,0,0,1,0,0,0,0,0,1
"GRR.GJS.2016.54",187134,"21326169","Well drained",90,"Filer","Fine-loamy, mixed, semiactive, mesic Haplic Glossudalfs","Haplic Glossudalfs",45.32,44.44,500,85,95,"Series","Yes",NA,NA,2,4,6,NA,55,NA,"Medium",5,56,"4L","None - deposition","Crop cover","Row crop",NA,"No",226,262.399993896484,299,NA,NA,NA,"till plains, moraines on till plains",NA,0.300000011920929,NA,6,9,11,770,900,1040,NA,NA,NA,140,160,200,2,"e",NA,NA,NA,NA,NA,"1h",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderate",0,0,0,0,0,0,"C","Low","Low","Alfisols","Udalfs","Glossudalfs","fine-loamy","not used","semiactive","not used","mesic","Typic","mesic","eleventh edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"2.5a",NA,"Till",NA,"moraines",NA,"Head Slope and Interfluve and Nose Slope and Side Slope",NA,NA,"Linear","Linear","LL","Backslope and Shoulder and Summit","MI081","11626","36B","Filer loam, 2 to 6 percent slopes","Consociation",NA,"Order 2",20092,"All areas are prime farmland",0,6.36999999046326,92,869930.609208163,40626.4296450124,0,0,1,0,0,0,0,0,0,0,1
"GRR.GJS.2016.7",187147,"21326243","Poorly drained",90,"Granby","Sandy, mixed, mesic Typic Endoaquolls","Typic Endoaquolls",86.62,92.58,500,85,95,"Series","Yes",NA,NA,0,1,2,30,61,91,"Negligible",5,134,"2","None - deposition","Crop cover","Row crop","Wooded under natural conditions","Yes",191,214,258,NA,NA,NA,"depressions on outwash plains on outwash plains, glacial drainage channels on till plains, drainageways on moraines on till plains",NA,0.159999996423721,NA,6,9,11,770,900,1040,NA,NA,NA,140,175,200,4,"w",NA,NA,NA,NA,NA,"1a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moderate",0,0,0,0,0,0,"A/D","Moderate","High","Mollisols","Aquolls","Endoaquolls","sandy","not used","not used","not used","mesic","Typic","mesic","twelfth edition",NA,NA,NA,NA,NA,NA,"N/A","N/A",NA,NA,"5c",NA,"Outwash",NA,"depressions on outwash plains",NA,"Base Slope",NA,"Dip and Talf","Linear","Concave and Linear","CL and LL","Toeslope","MI081","11626","43","Granby loamy fine sand, 0 to 2 percent slopes","Consociation",NA,"Order 2",4245,"Farmland of local importance",0,6.22599998474121,86,877384.329128891,42682.0615392402,1,0,0,0,1,0,0,0,0,0,1
